taxon_name,taxon_name_acc,species_name_acc,list,comments,taxon_type,taxon_acc_type,source_note,taxon_name_with_author,taxonomic_source,taxonomic_status,taxonomic_reference_id,num_taxonomic_sources,collections_only,reference_only,,,,,,,,,,,,
Tilia chinensis,Tilia chinensis,Tilia chinensis,desiderata,"Flora of China maintains three vars. Var. investita and esp. var. intonsa will likely be difficult to red list. I think for this project, we're better off looking at this as one species",species,species,NA,Tilia chinensis Maxim.,"ipni, tnrs, tpl","accepted,no opinion","tro-32200842,835265-1,http://www.tropicos.org/Name/32200842",3,N,N,,,,,,,,,,,,
Tilia chingiana,Tilia chingiana,Tilia chingiana,desiderata,NA,species,species,NA,Tilia chingiana Hu & W. C. Cheng,"tnrs, tpl","accepted,no opinion","tro-50176122,http://www.tropicos.org/Name/50176122",2,Y,N,,,,,,,,,,,,
Tilia concinna,Tilia concinna,Tilia concinna,desiderata,"I would not bother red-listing this. This is a species Pigott named off a voucher of a Hers collection which originated from the hills around the Anhui/Jiangsu border. There are some morphological differences between this and some of the T. oliveri types which occur around there (and it is also a tetraploid) whichprobably merits some investigation, but with only two known individuals, this is probably a taxonomic question prior to being a conservation question.",species,species,NA,Tilia concinna Pigott,ipni,no opinion,77123268-1,1,N,N,,,,,,,,,,,,
Tilia japonica,Tilia japonica,Tilia japonica,desiderata,NA,species,species,NA,Tilia japonica (Miq.) Simonk.,"ipni, itis, tpl","accepted,no opinion","845753,tro-32200742,835380-1",3,N,N,,,,,,,,,,,,
Tilia mandshurica,Tilia mandshurica,Tilia mandshurica,desiderata,"Flora of china lists four varieties based predominantly on fruit morphology. I think most of these were from the Korean peninsula. Pigott seemed doubtful this was valid. I don't think it's helpful to have four lower taxa for the sake of this project, so please just red list this as one species.",species,species,NA,Tilia mandshurica Rupr. & Maxim.,"ipni, tnrs, tpl","accepted,no opinion","tro-32200658,835433-1,http://www.tropicos.org/Name/32200658",3,N,N,,,,,,,,,,,,
Tilia maximowicziana,Tilia maximowicziana,Tilia maximowicziana,desiderata,NA,species,species,NA,Tilia maximowicziana Shiras.,"ipni, tpl",no opinion,"kew-2517658,835435-1",2,N,N,,,,,,,,,,,,
Tilia miqueliana,Tilia miqueliana,Tilia miqueliana,desiderata,NA,species,species,NA,Tilia miqueliana Maxim.,"ipni, tnrs, tpl","accepted,no opinion","tro-32200870,835448-1,http://www.tropicos.org/Name/32200870",3,N,N,,,,,,,,,,,,
Tilia mongolica,Tilia mongolica,Tilia mongolica,desiderata,NA,species,species,NA,Tilia mongolica Maxim.,"ipni, tnrs, tpl, tropicos","accepted,no opinion","tro-32200660,32200660,835459-1,http://www.tropicos.org/Name/32200660",4,N,N,,,,,,,,,,,,
Tilia oliveri,Tilia oliveri,Tilia oliveri,desiderata,"Flora of China lists a ""var. cinerascens"", but Pigott argues those specimens are generally misidentified and should be T. chingiana",species,species,NA,Tilia oliveri Szyszyl.,"ipni, tpl","accepted,no opinion","tro-32200851,835483-1",2,N,N,,,,,,,,,,,,
Tilia tomentosa,Tilia tomentosa,Tilia tomentosa,desiderata,NA,species,species,NA,Tilia tomentosa Moench,"ipni, itis, tnrs, tpl","accepted,no opinion","845764,kew-2517619,835608-1,http://www.tropicos.org/Name/32200641",4,Y,N,,,,,,,,,,,,
Ulmus alata,Ulmus alata,Ulmus alata,desiderata,NA,species,species,NA,Ulmus alata Michx.,"ipni, itis, tpl, tropicos","accepted,no opinion","19051,tro-33300011,33300011,302994-2",4,N,N,,,,,,,,,,,,
Ulmus americana,Ulmus americana,Ulmus americana,desiderata,NA,species,species,NA,Ulmus americana L.,"ipni, itis, tpl, tropicos","accepted,no opinion","33300003,19049,kew-2450019,304464-2",4,N,N,,,,,,,,,,,,
Ulmus canescens,Ulmus canescens,Ulmus canescens,desiderata,NA,species,species,NA,Ulmus canescens Melville,"ipni, tpl, tropicos","accepted,no opinion","kew-2449965,100350820,837119-1",3,N,N,,,,,,,,,,,,
Ulmus castaneifolia,Ulmus castaneifolia,Ulmus castaneifolia,desiderata,NA,species,species,NA,Ulmus castaneifolia Hemsl.,"ipni, tnrs, tpl, tropicos","accepted,no opinion","tro-50057504,50057504,856831-1,http://www.tropicos.org/Name/50057504",4,N,N,,,,,,,,,,,,
Ulmus chenmoui,Ulmus chenmoui,Ulmus chenmoui,desiderata,NA,species,species,NA,Ulmus chenmoui W. C. Cheng,"ipni, tpl, tropicos","accepted,no opinion","tro-50127415,50127415,77099084-1",3,N,N,,,,,,,,,,,,
Ulmus crassifolia,Ulmus crassifolia,Ulmus crassifolia,desiderata,NA,species,species,NA,Ulmus crassifolia Nutt.,"ipni, itis, tpl, tropicos","accepted,no opinion","19052,tro-33300068,33300068,302278-2",4,N,N,,,,,,,,,,,,
Ulmus elliptica,Ulmus elliptica,Ulmus elliptica,desiderata,NA,species,species,NA,Ulmus elliptica K. Koch,"ipni, tpl","accepted,no opinion","kew-2448709,856849-1",2,N,N,,,,,,,,,,,,
Ulmus elongata,Ulmus elongata,Ulmus elongata,desiderata,NA,species,species,NA,Ulmus elongata L. K. Fu & C. S. Ding,"ipni, tnrs, tpl, tropicos","accepted,no opinion","tro-50127361,50127361,837135-1,http://www.tropicos.org/Name/50127361",4,N,N,,,,,,,,,,,,
Ulmus gaussenii,Ulmus gaussenii,Ulmus gaussenii,desiderata,NA,species,species,NA,Ulmus gaussenii W. C. Cheng,"tpl, tropicos","accepted,no opinion","tro-50127363,50127363",2,N,N,,,,,,,,,,,,
Ulmus glabra,Ulmus glabra,Ulmus glabra,desiderata,NA,species,species,NA,Ulmus glabra Huds.,"ipni, itis, tnrs, tpl","accepted,no opinion","19053,kew-2448690,302887-2,http://www.tropicos.org/Name/33300069",4,N,N,,,,,,,,,,,,
Ulmus harbinensis,Ulmus harbinensis,Ulmus harbinensis,desiderata,NA,species,species,NA,Ulmus harbinensis S. Q. Nie & K. Q. Huang,"tnrs, tpl, tropicos","accepted,no opinion","tro-50127410,50127410,http://www.tropicos.org/Name/50127410",3,N,N,,,,,,,,,,,,
Ulmus laciniata,Ulmus laciniata,Ulmus laciniata,desiderata,NA,species,species,NA,Ulmus laciniata (Trautv.) Mayr,tpl,accepted,tro-33300247,1,N,N,,,,,,,,,,,,
Ulmus laevis,Ulmus laevis,Ulmus laevis,desiderata,NA,species,species,NA,Ulmus laevis Pall.,"ipni, tnrs, tpl, tropicos","accepted,no opinion","kew-2448688,33300006,856879-1,http://www.tropicos.org/Name/33300006",4,N,N,,,,,,,,,,,,
Ulmus lamellosa,Ulmus lamellosa,Ulmus lamellosa,desiderata,NA,species,species,NA,Ulmus lamellosa C. Wang & S. L. Chang,"tnrs, tpl, tropicos","accepted,no opinion","tro-50127382,50127382,http://www.tropicos.org/Name/50127382",3,N,N,,,,,,,,,,,,
Ulmus microcarpa,Ulmus microcarpa,Ulmus microcarpa,desiderata,NA,species,species,NA,Ulmus microcarpa L. K. Fu,"ipni, tpl, tropicos","accepted,no opinion","tro-50127430,50127430,837152-1",3,N,N,,,,,,,,,,,,
Ulmus minor,Ulmus minor,Ulmus minor,desiderata,Global Tree Search listed as syn of Ulmus minor. I believe this is generally accepted.,species,species,NA,Ulmus minor Mill.,"ipni, tnrs, tpl","accepted,no opinion","kew-2448634,856890-1,http://www.tropicos.org/Name/33300070",3,Y,N,,,,,,,,,,,,
Ulmus parvifolia,Ulmus parvifolia,Ulmus parvifolia,desiderata,NA,species,species,NA,Ulmus parvifolia Jacq.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","19055,tro-33300017,33300017,302296-2,http://www.tropicos.org/Name/33300017",5,N,N,,,,,,,,,,,,
Ulmus prunifolia,Ulmus prunifolia,Ulmus prunifolia,desiderata,NA,species,species,NA,Ulmus prunifolia W. C. Cheng & L. K. Fu,"ipni, tnrs, tpl, tropicos","accepted,no opinion","tro-50127429,50127429,837162-1,http://www.tropicos.org/Name/50127429",4,N,N,,,,,,,,,,,,
Ulmus pseudopropinqua,Ulmus pseudopropinqua,Ulmus pseudopropinqua,desiderata,NA,species,species,NA,Ulmus pseudopropinqua Wang & Li,"tnrs, tpl, tropicos","accepted,no opinion","tro-50127411,50127411,http://www.tropicos.org/Name/50127411",3,N,N,,,,,,,,,,,,
Ulmus pumila,Ulmus pumila,Ulmus pumila,desiderata,NA,species,species,NA,Ulmus pumila L.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","33300018,19057,kew-2448824,303333-2,http://www.tropicos.org/Name/33300018",5,N,N,,,,,,,,,,,,
Ulmus rubra,Ulmus rubra,Ulmus rubra,desiderata,NA,species,species,NA,Ulmus rubra Muhl.,"ipni, itis, tpl, tropicos","accepted,no opinion","33300072,19050,kew-2448805,306680-2",4,N,N,,,,,,,,,,,,
Ulmus serotina,Ulmus serotina,Ulmus serotina,desiderata,NA,species,species,NA,Ulmus serotina Sarg.,"ipni, itis, tnrs, tpl, tropicos","accepted,no opinion","19058,tro-33300020,33300020,259375-2,http://www.tropicos.org/Name/33300020",5,N,N,,,,,,,,,,,,
Ulmus szechuanica,Ulmus szechuanica,Ulmus szechuanica,desiderata,NA,species,species,NA,Ulmus szechuanica W. P. Fang,"tnrs, tpl, tropicos","accepted,no opinion","tro-50127500,50127500,http://www.tropicos.org/Name/50127500",3,N,N,,,,,,,,,,,,
Ulmus thomasii,Ulmus thomasii,Ulmus thomasii,desiderata,NA,species,species,NA,Ulmus thomasii Sarg.,"ipni, itis, tpl, tropicos","accepted,no opinion","19059,kew-2448843,33300073,112006-3,294727-2,300247-2,837176-1",4,N,N,,,,,,,,,,,,
Malus x zumii,Malus x zumi,NA,synonym,NA,hybrid,hybrid,NA,Malus x zumii (Matsum.) Rehd.,Hybriden: bei Bäumen und Sträuchern,NA,https://books.google.com/books?id=bqJShX785dEC&pg=PT129&lpg=PT129&dq=Malus+x+heterophylla&source=bl&ots=D27HOVtecx&sig=ACfU3U1k1xtHVd1L6uGKxGRR3cb22XxhmA&hl=en&ppis=_e&sa=X&ved=2ahUKEwib2e7syYHoAhWCU80KHSb0B0MQ6AEwEHoECAkQAQ#v=onepage&q=Malus%20x%20heterophylla&f=false,NA,NA,NA,,,,,,,,,,,,
Pyrus x arnoldiana,Malus x arnoldiana,NA,synonym,NA,hybrid,hybrid,NA,Pyrus x arnoldiana (Rehder) Bean,itis,synonym,519836,1,NA,NA,,,,,,,,,,,,
Quercus x bebiana,Quercus x bebbiana,NA,synonym,NA,hybrid,hybrid,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus x bimundorum,Quercus x bimundorum,NA,synonym,NA,hybrid,hybrid,added_from_cultivar,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus x comptonae,Quercus x comptoniae,NA,synonym,NA,hybrid,hybrid,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus x fallax,Quercus x deamii,NA,synonym,NA,hybrid,hybrid,NA,Quercus x fallax E. J. Palmer,itis,synonym,195078,1,NA,NA,,,,,,,,,,,,
Quercus x hillii,Quercus x schuettei,NA,synonym,NA,hybrid,hybrid,NA,Quercus x hillii Trel.,itis,synonym,195139,1,NA,NA,,,,,,,,,,,,
Quercus x inaequalis,Quercus x filialis,NA,synonym,NA,hybrid,hybrid,NA,Quercus x inaequalis E. J. Palmer & Steyerm.,itis,synonym,195086,1,NA,NA,,,,,,,,,,,,
Quercus x macdanielli,Quercus x macdanielii,NA,synonym,NA,hybrid,hybrid,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus x macdaniellii,Quercus x macdanielii,NA,synonym,NA,hybrid,hybrid,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia x vulgaris,Tilia x europaea,NA,synonym,NA,hybrid,hybrid,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus x hollandica,Ulmus x hollandica,NA,synonym,NA,hybrid,hybrid,added_from_cultivar,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus atrosanguinea x pumila,Malus x purpurea,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus baccata var. mandshurica x sieboldii,Malus x zumi,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,Hybriden: bei Bäumen und Sträuchern,NA,https://books.google.com/books?id=bqJShX785dEC&pg=PT129&lpg=PT129&dq=Malus+x+heterophylla&source=bl&ots=D27HOVtecx&sig=ACfU3U1k1xtHVd1L6uGKxGRR3cb22XxhmA&hl=en&ppis=_e&sa=X&ved=2ahUKEwib2e7syYHoAhWCU80KHSb0B0MQ6AEwEHoECAkQAQ#v=onepage&q=Malus%20x%20heterophylla&f=false,NA,NA,NA,,,,,,,,,,,,
Malus baccata x floribunda,Malus x arnoldiana,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus baccata x prunifolia,Malus x robusta,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus baccata x pumila,Malus x adstringens,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,Hybriden: bei Bäumen und Sträuchern,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus coronaria x pumila,Malus x heterophylla,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus fusca x pumila,Malus x dawsoniana,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus alba x bicolor,Quercus x jackiana,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,"Agriculture Handbook, Issue 541",NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus alba x macrocarpa,Quercus x bebbiana,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus alba x stellata,Quercus x fernowii,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus bicolor x lyrata,Quercus x humidicola,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus bicolor x macrocarpa,Quercus x schuettei,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus bicolor x robur,Quercus x warei,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,MOBOT,NA,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d622,NA,NA,NA,,,,,,,,,,,,
Quercus buckleyi x shumardii,Quercus x sternbergii,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,Oaks of the World,NA,http://oaks.of.the.world.free.fr/quercus_sternbergii.htm,NA,NA,NA,,,,,,,,,,,,
Quercus coccinea x rubra,Quercus x benderi,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus falcata x pagoda,Quercus x ludoviciana,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus falcata x phellos,Quercus x subfalcata,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus imbricaria x palustris,Quercus x exacta,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus imbricaria x rubra,Quercus x runcinata,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus imbricaria x velutina,Quercus x leana,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus incana x marilandica,Quercus x cravensis,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus incana x velutina,Quercus x podophylla,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus laurifolia x velutina,Quercus x cocksii,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus lyrata x virginiana,Quercus x comptoniae,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus macrocarpa x muehlenbergii,Quercus x deamii,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus macrocarpa x robur,Quercus x macdanielii,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,Great Plains Nursery,NA,https://greatplainsnursery.com/product/heritage-oak-2/,NA,NA,NA,,,,,,,,,,,,
Quercus macrocarpa x stellata,Quercus x guadalupensis,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus macrocarpa x virginiana,Quercus x burnetensis,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus marilandica x nigra,Quercus x sterilis,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus marilandica x phellos,Quercus x rudkinii,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus montana x alba,Quercus x saulii,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus nigra x shumardii,Quercus x neopalmeri,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus nigra x velutina,Quercus x demarei,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus palustris x phellos,Quercus x schochiana,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus phellos x rubra,Quercus x heterophylla,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus phellos x velutina,Quercus x filialis,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,"Agriculture Handbook, Issue 541",NA,https://books.google.com/books?id=HYZEk57yv-IC&pg=PA225&lpg=PA225&dq=Quercus+x+cravensis&source=bl&ots=USSDC3PAXy&sig=ACfU3U1o1o1JqYE1eAjBrKFyhxGQe3bLJQ&hl=en&ppis=_e&sa=X&ved=2ahUKEwjVhcGvzoHoAhVHVs0KHfwaDzkQ6AEwAHoECAcQAQ#v=onepage&q=Quercus%20x%20cravensis&f=false,NA,NA,NA,,,,,,,,,,,,
Quercus robur x alba,Quercus x bimundorum,NA,synonym,NA,hybrid_special,hybrid,added_from_cultivar,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia americana x platyphyllos,Tilia x flaccida,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,EUFORGEN,NA,http://www.euforgen.org/fileadmin/templates/euforgen.org/upload/Publications/Technical_guidelines/Technical_guidelines_Tilia_spp.pdf,NA,NA,NA,,,,,,,,,,,,
Tilia cordata x dasystyla,Tilia x euchlora 'Euchlora',NA,synonym,Updated 2020-07-29 based on ML's notes/Nomenclature Review,hybrid_special,hybrid,NA,not_searched,MOBOT,NA,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c155,NA,NA,NA,,,,,,,,,,,,
Tilia cordata x platyphyllos,Tilia x europaea,NA,synonym,NA,hybrid_special,hybrid,NA,not_searched,MOBOT,NA,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=287366&isprofile=0&,NA,NA,NA,,,,,,,,,,,,
Ulmus davidiana var. japonica x macrocarpa,Ulmus x mesocarpa,NA,synonym,NA,hybrid_special,hybrid,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus glabra x minor,Ulmus x hollandica,NA,synonym,NA,hybrid_special,hybrid,added_from_cultivar,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus adstringens,Malus x adstringens,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus arnoldiana,Malus x arnoldiana,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus dawsoniana,Malus x dawsoniana,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus heterophylla,Malus x heterophylla,NA,synonym,NA,species,hybrid,hybrid_no_x,Malus heterophylla Sumner,tropicos,no opinion,27804422,1,NA,NA,,,,,,,,,,,,
Malus purpurea,Malus x purpurea,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus robusta,Malus x robusta,NA,synonym,NA,species,hybrid,hybrid_no_x,Malus robusta Carr,"tpl, tropicos",no opinion,"27803691,tro-27803691",2,?,?,,,,,,,,,,,,
Malus zumi,Malus x zumi,NA,synonym,NA,species,hybrid,hybrid_no_x,Malus zumi (Matsum.) Rehder,"ipni, itis, tpl","accepted,no opinion,rejected","rjp-5816,726438-1,516659",3,?,?,,,,,,,,,,,,
Quercus bebbiana,Quercus x bebbiana,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus bebiana,Quercus x bebbiana,NA,synonym,NA,species,hybrid,hybrid_no_x; spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus beebiana,Quercus x bebbiana,NA,synonym,NA,species,hybrid,hybrid_no_x; spelling,Quercus beebiana C. K. Schneid.,itis,synonym,19298,1,NA,NA,,,,,,,,,,,,
Quercus benderi,Quercus x benderi,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus bimundorum,Quercus x bimundorum,NA,synonym,NA,species,hybrid,added_from_cultivar,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus burnetensis,Quercus x burnetensis,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus cocksii,Quercus x cocksii,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
