taxon_name,taxon_name_acc,species_name_acc,list,comments,taxon_type,taxon_acc_type,source_note,taxon_name_with_author,taxonomic_source,taxonomic_status,taxonomic_reference_id,num_taxonomic_sources,collections_only,reference_only,,,,,,,,,,,,
Quercus dalechampi,Quercus dalechampii,Quercus dalechampii,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus decipiens,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus decipiens M. Martens & Galeotti,tropicos,synonym,50146375,1,NA,NA,,,,,,,,,,,,
Quercus dendeta,Quercus dentata,Quercus dentata,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus dentatoides,Quercus yunnanensis,Quercus yunnanensis,synonym,NA,species,species,NA,Quercus dentatoides T. N. Liou,tropicos,synonym,13101371,1,NA,NA,,,,,,,,,,,,
Quercus diversicolor,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus diversicolor Trel.,"itis, tropicos",synonym,"13,100,391,195,136",2,NA,NA,,,,,,,,,,,,
Quercus drummondii,Quercus margarettae,Quercus margarettae,synonym,NA,species,species,NA,Quercus drummondii Liebm.,itis,synonym,195193,1,NA,NA,,,,,,,,,,,,
Quercus dunnii,Quercus palmeri,Quercus palmeri,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus durangensis,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus durangensis Trel.,tropicos,synonym,13101586,1,NA,NA,,,,,,,,,,,,
Quercus duraznillo,Quercus emoryi,Quercus emoryi,synonym,NA,species,species,NA,Quercus duraznillo Trel.,tropicos,synonym,50164823,1,NA,NA,,,,,,,,,,,,
Quercus elliottii,Quercus pumila,Quercus pumila,synonym,NA,species,species,NA,Quercus elliottii Wilbur,itis,synonym,845174,1,NA,NA,,,,,,,,,,,,
Quercus ellipsoidallis,Quercus ellipsoidalis,Quercus ellipsoidalis,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus endemica,Quercus arizonica,Quercus arizonica,synonym,NA,species,species,NA,Quercus endemica C. H. Mull.,tropicos,synonym,13101599,1,NA,NA,,,,,,,,,,,,
Quercus fabrei,Quercus fabri,Quercus fabri,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus franchetti,Quercus franchetii,Quercus franchetii,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus franchettii,Quercus franchetii,Quercus franchetii,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus fruticosa,Quercus lusitanica,Quercus lusitanica,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus fulvescens,Quercus chrysolepis,Quercus chrysolepis,synonym,NA,species,species,NA,Quercus fulvescens Kellogg,tropicos,synonym,13101610,1,NA,NA,,,,,,,,,,,,
Quercus gambelii,Quercus gambellii,Quercus gambellii,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus gambelli,Quercus gambellii,Quercus gambellii,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus garrayana,Quercus garryana,Quercus garryana,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus garryanna,Quercus garryana,Quercus garryana,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus glandulifera,Quercus serrata,Quercus serrata,synonym,NA,species,species,NA,Quercus glandulifera Blume,tropicos,synonym,13100350,1,NA,NA,,,,,,,,,,,,
Quercus grosseserrata,Quercus mongolica,Quercus mongolica,synonym,NA,species,species,NA,Quercus grosseserrata Blume,tropicos,synonym,13101398,1,NA,NA,,,,,,,,,,,,
Quercus handeliana,Quercus acrodonta,Quercus acrodonta,synonym,NA,species,species,NA,Quercus handeliana A. Camus,tropicos,synonym,50127252,1,NA,NA,,,,,,,,,,,,
Quercus hartwissina,Quercus hartwissiana,Quercus hartwissiana,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus harvardii,Quercus havardii,Quercus havardii,synonym,NA,species,species,NA,Quercus harvardii Rydb.,itis,synonym,19351,1,NA,NA,,,,,,,,,,,,
Quercus hastata,Quercus emoryi,Quercus emoryi,synonym,NA,species,species,NA,Quercus hastata Liebm.,tropicos,synonym,13100455,1,NA,NA,,,,,,,,,,,,
Quercus hindsii,Quercus lobata,Quercus lobata,synonym,NA,species,species,NA,Quercus hindsii Benth.,"itis, tropicos",synonym,"13,101,572,195,115",2,NA,NA,,,,,,,,,,,,
Quercus houstoniana,Quercus michauxii,Quercus michauxii,synonym,NA,species,species,NA,Quercus houstoniana C. H. Mull.,itis,synonym,195056,1,NA,NA,,,,,,,,,,,,
Quercus jacobi,Quercus garryana,Quercus garryana,synonym,NA,species,species,NA,Quercus jacobi R. Br. ter,tropicos,synonym,13101566,1,NA,NA,,,,,,,,,,,,
Quercus karwinskii,Quercus canbyi,Quercus canbyi,synonym,NA,species,species,NA,Quercus karwinskii Trel.,tropicos,synonym,50165410,1,NA,NA,,,,,,,,,,,,
Quercus kirinensis,Quercus mongolica,Quercus mongolica,synonym,NA,species,species,NA,Quercus kirinensis Nakai,tropicos,synonym,50147072,1,NA,NA,,,,,,,,,,,,
Quercus kozloviana,Quercus baronii,Quercus baronii,synonym,NA,species,species,NA,Quercus kozloviana T. N. Liou,tropicos,synonym,13101443,1,NA,NA,,,,,,,,,,,,
Quercus laurifoliia,Quercus laurifolia,Quercus laurifolia,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus liaotungensis,Quercus mongolica,Quercus mongolica,synonym,NA,species,species,NA,Quercus liaotungensis Koidz.,tropicos,synonym,13100188,1,NA,NA,,,,,,,,,,,,
Quercus libanii,Quercus libani,Quercus libani,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus longiglanda,Quercus lobata,Quercus lobata,synonym,NA,species,species,NA,Quercus longiglanda Torr. & Frem.,tropicos,synonym,13101571,1,NA,NA,,,,,,,,,,,,
Quercus lunglingensis,Quercus acutissima,Quercus acutissima,synonym,NA,species,species,NA,Quercus lunglingensis H. H. Hu,tropicos,synonym,13101359,1,NA,NA,,,,,,,,,,,,
Quercus malacotricha,Quercus yunnanensis,Quercus yunnanensis,synonym,NA,species,species,NA,Quercus malacotricha A. Camus,tropicos,synonym,13101378,1,NA,NA,,,,,,,,,,,,
Quercus mandanensis,Quercus macrocarpa,Quercus macrocarpa,synonym,NA,species,species,NA,Quercus mandanensis Rydb.,itis,synonym,519886,1,NA,NA,,,,,,,,,,,,
Quercus margaretta,Quercus margarettae,Quercus margarettae,synonym,NA,species,species,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus margarettiae,Quercus margarettae,Quercus margarettae,synonym,NA,species,species,NA,Quercus margarettiae (Ashe) Small,itis,synonym,504713,1,NA,NA,,,,,,,,,,,,
Quercus maritima,Quercus hemisphaerica,Quercus hemisphaerica,synonym,NA,species,species,NA,Quercus maritima (Michx.) Willd.,itis,synonym,519887,1,NA,NA,,,,,,,,,,,,
Quercus mississippiensis,Quercus similis,Quercus similis,synonym,NA,species,species,NA,Quercus mississippiensis Ashe,itis,synonym,195119,1,NA,NA,,,,,,,,,,,,
Quercus muhlenbergii,Quercus muehlenbergii,Quercus muehlenbergii,synonym,NA,species,species,NA,Quercus muhlenbergii Engelm.,itis,synonym,19382,1,NA,NA,,,,,,,,,,,,
Quercus myrisinifolia,Quercus myrsinifolia,Quercus myrsinifolia,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus myrsinaefolia,Quercus myrsinifolia,Quercus myrsinifolia,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus myrsinafolia,Quercus myrsinifolia,Quercus myrsinifolia,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus nana,Quercus ilicifolia,Quercus ilicifolia,synonym,NA,species,species,NA,Quercus nana (Marshall) Sarg.,tropicos,synonym,13100476,1,NA,NA,,,,,,,,,,,,
Quercus neaei,Quercus garryana,Quercus garryana,synonym,NA,species,species,NA,Quercus neaei Liebm.,tropicos,synonym,13101564,1,NA,NA,,,,,,,,,,,,
Quercus ningqiangensis,Quercus serrata,Quercus serrata,synonym,NA,species,species,NA,Quercus ningqiangensis S. Z. Qu & W. H. Zhang,tropicos,synonym,50147054,1,NA,NA,,,,,,,,,,,,
Quercus nuttallii,Quercus texana,Quercus texana,synonym,NA,species,species,NA,Quercus nuttallii E. J. Palmer,"itis, tropicos",synonym,"1,310,027,219,389",2,NA,NA,,,,,,,,,,,,
Quercus obovata,Quercus dentata,Quercus dentata,synonym,NA,species,species,NA,Quercus obovata Bunge,tropicos,synonym,13101368,1,NA,NA,,,,,,,,,,,,
Quercus obscura,Quercus laeta,Quercus laeta,synonym,NA,species,species,NA,Quercus obscura Trel.,tropicos,synonym,50164476,1,NA,NA,,,,,,,,,,,,
Quercus obtusa,Quercus laurifolia,Quercus laurifolia,synonym,NA,species,species,NA,Quercus obtusa (Willd.) Ashe,"itis, tropicos",synonym,"13,100,467,195,109",2,NA,NA,,,,,,,,,,,,
Quercus obtusiloba,Quercus stellata,Quercus stellata,synonym,NA,species,species,NA,Quercus obtusiloba Michx.,tropicos,synonym,13101553,1,NA,NA,,,,,,,,,,,,
Quercus oerstediana,Quercus garryana,Quercus garryana,synonym,syn to Quercus garryana var. semota,species,species,NA,Quercus oerstediana R. Br.,itis,synonym,195100,1,NA,NA,,,,,,,,,,,,
Quercus pagodifolia,Quercus pagoda,Quercus pagoda,synonym,NA,species,species,NA,Quercus pagodifolia (Elliott) Ashe,"itis, tropicos",synonym,"13,100,473,195,198",2,NA,NA,,,,,,,,,,,,
Quercus pallescens,Quercus laeta,Quercus laeta,synonym,NA,species,species,NA,Quercus pallescens Trel.,tropicos,synonym,50164560,1,NA,NA,,,,,,,,,,,,
Quercus palustric,Quercus palustris,Quercus palustris,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus parvifolia,Quercus acrodonta,Quercus acrodonta,synonym,NA,species,species,NA,Quercus parvifolia Hand. -Mazz.,tropicos,synonym,50127251,1,NA,NA,,,,,,,,,,,,
Quercus pedunculata,Quercus robur,Quercus robur,synonym,NA,species,species,NA,Quercus pedunculata Ehrh.,tropicos,synonym,13100434,1,NA,NA,,,,,,,,,,,,
Quercus persica,Quercus brantii,Quercus brantii,synonym,NA,species,species,NA,Quercus persica Jaub. & Spach,itis,synonym,519888,1,NA,NA,,,,,,,,,,,,
Quercus phillyraeiodes,Quercus phillyreoides,Quercus phillyreoides,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus phillyraeoides,Quercus phillyreoides,Quercus phillyreoides,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus phillyreiodes,Quercus phillyreoides,Quercus phillyreoides,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus phillyroides,Quercus phillyreoides,Quercus phillyreoides,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus prinopsis,Quercus laeta,Quercus laeta,synonym,NA,species,species,NA,Quercus prinopsis Trel.,tropicos,synonym,50072929,1,NA,NA,,,,,,,,,,,,
Quercus pseudococcifera,Quercus coccifera,Quercus coccifera,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus pseudoserrata,Quercus baronii,Quercus baronii,synonym,NA,species,species,NA,Quercus pseudoserrata T. N. Liou,tropicos,synonym,13101440,1,NA,NA,,,,,,,,,,,,
Quercus purpusii,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus purpusii Trel.,tropicos,synonym,50072932,1,NA,NA,,,,,,,,,,,,
Quercus ransomii,Quercus douglasii,Quercus douglasii,synonym,NA,species,species,NA,Quercus ransomii Kellogg,tropicos,synonym,13101574,1,NA,NA,,,,,,,,,,,,
Quercus rhodophlebia,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus rhodophlebia Trel.,tropicos,synonym,13101587,1,NA,NA,,,,,,,,,,,,
Quercus rhombica,Quercus laurifolia,Quercus laurifolia,synonym,NA,species,species,NA,Quercus rhombica Sarg.,tropicos,synonym,13100468,1,NA,NA,,,,,,,,,,,,
Quercus sacame,Quercus arizonica,Quercus arizonica,synonym,NA,species,species,NA,Quercus sacame Trel.,tropicos,synonym,13101598,1,NA,NA,,,,,,,,,,,,
Quercus sentenelensis,Quercus muehlenbergii,Quercus muehlenbergii,synonym,NA,species,species,NA,Quercus sentenelensis C. H. Mull.,tropicos,synonym,50009539,1,NA,NA,,,,,,,,,,,,
Quercus subpyrenaica,Quercus pubescens,Quercus pubescens,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus subturbinella,Quercus turbinella,Quercus turbinella,synonym,NA,species,species,NA,Quercus subturbinella Trel.,tropicos,synonym,13100399,1,NA,NA,,,,,,,,,,,,
Quercus succulenta,Quercus laurifolia,Quercus laurifolia,synonym,NA,species,species,NA,Quercus succulenta Small,itis,synonym,195110,1,NA,NA,,,,,,,,,,,,
Quercus suchiensis,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus suchiensis Warb.,tropicos,synonym,50146411,1,NA,NA,,,,,,,,,,,,
Quercus taliensis,Quercus cocciferoides,Quercus cocciferoides,synonym,NA,species,species,NA,Quercus taliensis A. Camus,tropicos,synonym,13101449,1,NA,NA,,,,,,,,,,,,
Quercus tinctoria,Quercus velutina,Quercus velutina,synonym,NA,species,species,NA,Quercus tinctoria W. Bartram,tropicos,synonym,13100481,1,NA,NA,,,,,,,,,,,,
Quercus toza,Quercus pyrenaica,Quercus pyrenaica,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus transmontana,Quercus laeta,Quercus laeta,synonym,NA,species,species,NA,Quercus transmontana Trel.,tropicos,synonym,50072952,1,NA,NA,,,,,,,,,,,,
Quercus triloba,Quercus falcata,Quercus falcata,synonym,NA,species,species,NA,Quercus triloba Michx.,itis,synonym,195054,1,NA,NA,,,,,,,,,,,,
Quercus troyana,Quercus trojana,Quercus trojana,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus uhdeana,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus uhdeana Trel.,tropicos,synonym,50164488,1,NA,NA,,,,,,,,,,,,
Quercus vacciniifolia,Quercus vaccinifolia,Quercus vaccinifolia,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus vellifera,Quercus rugosa,Quercus rugosa,synonym,NA,species,species,NA,Quercus vellifera Trel.,tropicos,synonym,50005075,1,NA,NA,,,,,,,,,,,,
Quercus wilcoxii,Quercus chrysolepis,Quercus chrysolepis,synonym,NA,species,species,NA,Quercus wilcoxii Rydb.,"itis, tropicos",synonym,"13,100,401,195,075",2,NA,NA,,,,,,,,,,,,
Quercus wutaishanica,Quercus mongolica,Quercus mongolica,synonym,NA,species,species,NA,Quercus wutaishanica Mayr,tropicos,synonym,13101403,1,NA,NA,,,,,,,,,,,,
Quercus yui,Quercus yunnanensis,Quercus yunnanensis,synonym,NA,species,species,NA,Quercus yui T. N. Liou,tropicos,synonym,13101372,1,NA,NA,,,,,,,,,,,,
Sinomalus honanensis,Malus honanensis,Malus honanensis,synonym,NA,species,species,NA,Sinomalus honanensis (Rehder) Koidz.,tropicos,synonym,27808235,1,NA,NA,,,,,,,,,,,,
Sinomalus toringoides,Malus toringoides,Malus toringoides,synonym,NA,species,species,NA,Sinomalus toringoides (Rehder) Koidz.,tropicos,synonym,27808233,1,NA,NA,,,,,,,,,,,,
Tilia argentea,Tilia tomentosa,Tilia tomentosa,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia breviradiata,Tilia chingiana,Tilia chingiana,synonym,NA,species,species,NA,Tilia breviradiata (Rehder) H. H. Hu & W. C. Cheng,tropicos,synonym,32200891,1,NA,NA,,,,,,,,,,,,
Tilia cordifolia,Tilia platyphyllos subsp. cordifolia,Tilia platyphyllos,synonym,Updated 2020-08-03 based on ML's notes/Nomenclature Review,species,species,NA,Tilia cordifolia Besser,tropicos,synonym,32200652,1,NA,NA,,,,,,,,,,,,
Tilia eurosinica,Tilia japonica,Tilia japonica,synonym,NA,species,species,NA,Tilia eurosinica Croizat,tropicos,synonym,32200878,1,NA,NA,,,,,,,,,,,,
Tilia franchetiana,Tilia miqueliana,Tilia miqueliana,synonym,NA,species,species,NA,Tilia franchetiana C. K. Schneid.,tropicos,synonym,50314470,1,NA,NA,,,,,,,,,,,,
Tilia kinashii,Tilia miqueliana,Tilia miqueliana,synonym,NA,species,species,NA,Tilia kinashii H. Lev. & Vaniot,tropicos,synonym,32200889,1,NA,NA,,,,,,,,,,,,
Tilia kwangtungensis,Tilia miqueliana,Tilia miqueliana,synonym,NA,species,species,NA,Tilia kwangtungensis Chun & H. D. Wong,tropicos,synonym,32200890,1,NA,NA,,,,,,,,,,,,
Tilia megaphylla,Tilia mandshurica,Tilia mandshurica,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia orocryptica,Tilia chingiana,Tilia chingiana,synonym,NA,species,species,NA,Tilia orocryptica Croizat,tropicos,synonym,32200894,1,NA,NA,,,,,,,,,,,,
Tilia platyphilla,Tilia platyphyllos,Tilia platyphyllos,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia platyphylla,Tilia platyphyllos,Tilia platyphyllos,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tithymalus kansuensis,Malus kansuensis,Malus kansuensis,synonym,NA,species,species,NA,Tithymalus kansuensis (Prokh.) Prokh.,itis,"rejected,synonym","10,314,971,031,497",1,NA,NA,,,,,,,,,,,,
Ulmus araxina,Ulmus minor,Ulmus minor,synonym,NA,species,species,NA,Ulmus araxina Takht.,tropicos,synonym,33300239,1,NA,NA,,,,,,,,,,,,
Ulmus carpinifolia,Ulmus minor,Ulmus minor,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus celtidea,Ulmus laevis,Ulmus laevis,synonym,NA,species,species,NA,Ulmus celtidea Litv.,tropicos,synonym,33300241,1,NA,NA,,,,,,,,,,,,
Ulmus chinensis,Ulmus parvifolia,Ulmus parvifolia,synonym,NA,species,species,NA,Ulmus chinensis Pers.,"itis, tropicos",synonym,"50,127,507,523,004",2,NA,NA,,,,,,,,,,,,
Ulmus coreana,Ulmus parvifolia,Ulmus parvifolia,synonym,NA,species,species,NA,Ulmus coreana Nakai,tropicos,synonym,50127515,1,NA,NA,,,,,,,,,,,,
Ulmus crispa,Ulmus rubra,Ulmus rubra,synonym,NA,species,species,NA,Ulmus crispa Willd.,tropicos,synonym,33300267,1,NA,NA,,,,,,,,,,,,
Ulmus densa,Ulmus minor,Ulmus minor,synonym,"Global Tree Search listed as ""Ulmus densa"" as synonym of Ulmus minor. This refers to trees in Central Asia (near Ashkabad) probably comparable to cultivar status (though probably not a clonal group). Compare situation with U. procera, this probably better as Ulmus glabra 'Densa'",species,species,matt,Ulmus densa Litv.,tropicos,synonym,33300014,1,N,N,,,,,,,,,,,,
Ulmus divaricata,Ulmus serotina,Ulmus serotina,synonym,NA,species,species,NA,Ulmus divaricata C. H. Mull.,tropicos,synonym,50129523,1,NA,NA,,,,,,,,,,,,
Ulmus effusa,Ulmus laevis,Ulmus laevis,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus erythrocarpa,Ulmus szechuanica,Ulmus szechuanica,synonym,NA,species,species,NA,Ulmus erythrocarpa W. C. Cheng,tropicos,synonym,50127502,1,NA,NA,,,,,,,,,,,,
Ulmus ferruginea,Ulmus castaneifolia,Ulmus castaneifolia,synonym,NA,species,species,NA,Ulmus ferruginea W. C. Cheng,tropicos,synonym,50127504,1,NA,NA,,,,,,,,,,,,
Ulmus floridana,Ulmus americana,Ulmus americana,synonym,NA,species,species,NA,Ulmus floridana Chapm.,"itis, tropicos",synonym,"33,300,201,523,005",2,NA,NA,,,,,,,,,,,,
Ulmus foliacea,Ulmus minor,Ulmus minor,synonym,NA,species,species,NA,Ulmus foliacea Gilib.,tropicos,synonym,33300243,1,NA,NA,,,,,,,,,,,,
Ulmus fulva,Ulmus rubra,Ulmus rubra,synonym,NA,species,species,NA,Ulmus fulva Michx.,"itis, tropicos",synonym,"33,300,202,523,006",2,NA,NA,,,,,,,,,,,,
Ulmus georgica,Ulmus minor,Ulmus minor,synonym,NA,species,species,NA,Ulmus georgica Schchian,tropicos,synonym,33300244,1,NA,NA,,,,,,,,,,,,
Ulmus grossheimii,Ulmus minor,Ulmus minor,synonym,NA,species,species,NA,Ulmus grossheimii Takht.,tropicos,synonym,33300245,1,NA,NA,,,,,,,,,,,,
Ulmus manshurica,Ulmus pumila,Ulmus pumila,synonym,NA,species,species,NA,Ulmus manshurica Nakai,tropicos,synonym,33300271,1,NA,NA,,,,,,,,,,,,
Ulmus monterreyensis,Ulmus crassifolia,Ulmus crassifolia,synonym,NA,species,species,NA,Ulmus monterreyensis C. H. Mull.,tropicos,synonym,50129522,1,NA,NA,,,,,,,,,,,,
Ulmus multinervis,Ulmus castaneifolia,Ulmus castaneifolia,synonym,NA,species,species,NA,Ulmus multinervis W. C. Cheng,tropicos,synonym,50064840,1,NA,NA,,,,,,,,,,,,
Ulmus multinervosa,Ulmus serotina,Ulmus serotina,synonym,NA,species,species,NA,Ulmus multinervosa C. H. Mull.,tropicos,synonym,50007516,1,NA,NA,,,,,,,,,,,,
Ulmus pedunculata,Ulmus laevis,Ulmus laevis,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus pendula,Ulmus rubra,Ulmus rubra,synonym,NA,species,species,NA,Ulmus pendula Willd.,tropicos,synonym,33300269,1,NA,NA,,,,,,,,,,,,
Ulmus pinnato-ramosa,Ulmus pumila,Ulmus pumila,synonym,NA,species,species,NA,Ulmus pinnato-ramosa Dieck ex Koehne,tropicos,synonym,33300249,1,NA,NA,,,,,,,,,,,,
Ulmus plotii,Ulmus minor,Ulmus minor,synonym,NA,species,species,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus podolica,Ulmus glabra,Ulmus glabra,synonym,NA,species,species,NA,Ulmus podolica Klokov,tropicos,synonym,33300250,1,NA,NA,,,,,,,,,,,,
Ulmus procera,Ulmus minor,Ulmus minor,synonym,NA,species,species,matt,Ulmus procera Salisb.,tropicos,synonym,33300071,1,NA,NA,,,,,,,,,,,,
Ulmus pubescens,Ulmus rubra,Ulmus rubra,synonym,NA,species,species,NA,Ulmus pubescens Walter,tropicos,synonym,33300268,1,NA,NA,,,,,,,,,,,,
Ulmus punila,Ulmus pumila,Ulmus pumila,synonym,NA,species,species,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus racemosa,Ulmus thomasii,Ulmus thomasii,synonym,NA,species,species,NA,Ulmus racemosa D. Thomas,"itis, tropicos",synonym,"33,300,273,523,007",2,NA,NA,,,,,,,,,,,,
Ulmus scabra,Ulmus glabra,Ulmus glabra,synonym,NA,species,species,NA,Ulmus scabra Mill.,tropicos,synonym,33300007,1,NA,NA,,,,,,,,,,,,
Ulmus shirasawana,Ulmus parvifolia,Ulmus parvifolia,synonym,NA,species,species,NA,Ulmus shirasawana Daveau,tropicos,synonym,50127514,1,NA,NA,,,,,,,,,,,,
